DRG Definition,Provider State, Average Covered Charges ,Average Medicare Payments
316 - FEVER,PA,14775.084461798664,14297.107138023266
313 - CHEST PAIN,ME,37135.93971209687,8927.818616305027
317 - BACK PAIN,CA,21647.485942451058,4026.2942109132964
314 - ABDOMINAL PAIN,KY,17553.478748908725,13424.156612933646
315 - HEADACHE,TX,13117.43641854708,6345.9980738138
316 - FEVER,ME,29862.656431769472,5443.2325888158575
316 - FEVER,MN,14696.124473714506,6371.249260106624
314 - ABDOMINAL PAIN,AK,14015.788315178266,9774.857503285337
317 - BACK PAIN,MI,49573.93572877181,3888.677813964438
316 - FEVER,PA,41078.63375805924,8781.082909472118
314 - ABDOMINAL PAIN,VA,38672.45691144689,13748.92134149175
313 - CHEST PAIN,SD,40732.72816472397,5258.059150153486
317 - BACK PAIN,WI,48601.52931734341,6974.265265826926
315 - HEADACHE,SD,30797.450993894156,7753.463580619833
316 - FEVER,NJ,14910.974483128724,10034.648538326943
314 - ABDOMINAL PAIN,NE,43799.43383389575,14031.050958315738
313 - CHEST PAIN,MI,38422.882825434055,7734.470498909106
315 - HEADACHE,LA,23643.874055037788,3829.8340881331633
314 - ABDOMINAL PAIN,KY,26310.627435859085,7175.410337171909
314 - ABDOMINAL PAIN,NY,23506.357931549108,5281.024951198137
315 - HEADACHE,GA,46847.397210305186,10821.29374582924
313 - CHEST PAIN,NY,20458.922517423234,3351.145310007986
313 - CHEST PAIN,IA,48356.79253952776,6503.1596528768805
317 - BACK PAIN,AZ,45962.229706427745,9542.082086791439
316 - FEVER,RI,33373.4514011678,6328.010472594651
315 - HEADACHE,AK,31091.97978950336,9611.943400143049
315 - HEADACHE,WY,21654.017603148688,4376.547866246198
315 - HEADACHE,WV,5825.227505479244,14313.66585587547
313 - CHEST PAIN,IA,10743.043380698897,6490.881687958641
316 - FEVER,OH,38940.40955072969,14076.0100726786
317 - BACK PAIN,OR,26219.305696467436,6910.025274049745
314 - ABDOMINAL PAIN,SD,11742.716038458564,12382.082294075853
314 - ABDOMINAL PAIN,WI,16878.238435934196,5954.248289535036
315 - HEADACHE,MA,47652.660493114985,11037.226828675215
316 - FEVER,AK,21520.97758896193,6884.594565873205
313 - CHEST PAIN,TX,45845.68753486191,9109.909550515906
316 - FEVER,MD,18708.612453210953,11085.769749164168
316 - FEVER,RI,29444.90424652224,10066.590062435527
313 - CHEST PAIN,ME,5921.468751298905,9915.36711940433
315 - HEADACHE,KY,28484.37996681096,3788.1700278914077
316 - FEVER,CA,33662.39047747836,5988.921986059102
314 - ABDOMINAL PAIN,IL,15543.729470173006,9862.0714782785
313 - CHEST PAIN,NJ,31052.172929241064,3219.8064865887004
317 - BACK PAIN,DE,34122.549742294344,6007.731061391756
315 - HEADACHE,IA,35909.87352717904,5750.222873174361
313 - CHEST PAIN,IL,39938.14949099464,5998.2733219300135
317 - BACK PAIN,OR,19010.265931823742,9427.313994799844
317 - BACK PAIN,CO,30549.96303943452,9983.52424823031
316 - FEVER,LA,49171.05633940675,13907.975932473735
316 - FEVER,UT,45416.48767993207,7632.372588314631
316 - FEVER,NC,47869.94426442649,14118.947005717511
313 - CHEST PAIN,HI,22376.137933785714,10823.452139810044
313 - CHEST PAIN,VT,40411.76476534978,13951.92475080667
315 - HEADACHE,LA,32895.40782921565,13001.665220160581
316 - FEVER,CO,8723.07873780085,11250.98932089225
317 - BACK PAIN,WA,42079.11751206794,7273.270794227513
314 - ABDOMINAL PAIN,UT,35469.557436081406,5893.325372222622
315 - HEADACHE,GA,13951.281178187006,5668.697226144386
313 - CHEST PAIN,AZ,8588.23508432576,14426.086049475374
315 - HEADACHE,OH,42665.99587917488,14502.886117552298
315 - HEADACHE,PA,8550.582327104048,11697.976482291708
315 - HEADACHE,PA,9110.923941489647,13605.551808917728
315 - HEADACHE,ME,24233.372955694187,14027.953956948726
314 - ABDOMINAL PAIN,GA,11065.902278876469,9138.674358231747
316 - FEVER,NJ,46115.13188492237,10548.716287502066
317 - BACK PAIN,CA,26162.777131845654,8025.053975042575
315 - HEADACHE,IA,30611.794129455717,8021.889171423158
315 - HEADACHE,MT,46764.77402651394,3461.1470237353756
315 - HEADACHE,KS,28861.845153725688,8205.857525817666
316 - FEVER,CT,20911.601568079335,11081.8777381582
313 - CHEST PAIN,UT,40871.979761712435,8063.785993278853
313 - CHEST PAIN,NJ,24928.258886384483,13468.916122523478
314 - ABDOMINAL PAIN,KS,19331.124152103745,6990.755428884218
313 - CHEST PAIN,NJ,37545.32563724906,4592.184558730194
315 - HEADACHE,CA,41072.25544758694,12738.704288748713
315 - HEADACHE,ME,40627.22754129222,11087.375019943105
315 - HEADACHE,CA,48995.348635791845,5901.833787846982
314 - ABDOMINAL PAIN,AZ,40400.01269937332,9437.415072506796
315 - HEADACHE,VA,39647.00461769088,7822.228063125509
313 - CHEST PAIN,SD,43586.83641812991,14266.317317227893
316 - FEVER,KY,5008.333788294926,10287.985091047547
316 - FEVER,ID,21309.41350344968,4900.671134243899
317 - BACK PAIN,IA,38192.139321548995,9025.781431643822
313 - CHEST PAIN,AZ,31987.355499962483,13350.681990286208
315 - HEADACHE,CA,12990.740118422795,11057.960040389538
316 - FEVER,UT,18667.989008984543,13109.424913183875
313 - CHEST PAIN,SC,20155.667498694806,6004.791766387683
316 - FEVER,WA,30552.265002754222,13660.216524570502
315 - HEADACHE,UT,42421.923339848436,12067.335981890064
316 - FEVER,ME,46962.13008999559,11746.965065256943
317 - BACK PAIN,MA,38754.15857841376,7158.492837162293
317 - BACK PAIN,WY,42932.767557956446,13651.896765126337
316 - FEVER,MT,26154.318130318225,10655.752528718598
313 - CHEST PAIN,SC,22539.889383002934,13222.073722353629
313 - CHEST PAIN,IN,22671.883946489765,7331.657471835261
313 - CHEST PAIN,CA,32721.733775298067,4747.825092772278
316 - FEVER,IA,10590.651750011406,6988.046162643868
313 - CHEST PAIN,OH,31077.238225561756,8463.172168502191
315 - HEADACHE,NH,34930.97870826765,9400.888501745909
317 - BACK PAIN,RI,24750.893309280746,9129.71058853845
315 - HEADACHE,FL,47892.52295470253,9552.655109238773
313 - CHEST PAIN,VA,32369.597257080884,13100.46918267537
315 - HEADACHE,OK,14899.976250648133,5041.214954258039
313 - CHEST PAIN,VA,26564.73158450823,6792.61554202645
316 - FEVER,CO,35393.19967108822,13663.301885225417
315 - HEADACHE,CO,19563.310606121555,9725.498454699962
316 - FEVER,NY,8583.872283006043,10000.678444434867
316 - FEVER,WA,31254.603561989825,8736.750535367428
314 - ABDOMINAL PAIN,GA,47654.1575878856,9587.69561983367
313 - CHEST PAIN,UT,26828.23935034282,5376.956766721214
317 - BACK PAIN,NC,45774.908629116704,9562.40279301754
313 - CHEST PAIN,OH,42576.06147672623,14966.077534933402
317 - BACK PAIN,AZ,11633.575263529252,9792.570875090212
313 - CHEST PAIN,NM,36867.646482600685,3532.829587272364
316 - FEVER,CA,24595.94862823903,12557.227732207917
315 - HEADACHE,IL,16261.08463683216,7757.705144680651
315 - HEADACHE,NJ,35912.226005001634,4844.113782018742
314 - ABDOMINAL PAIN,AZ,38419.73233953896,13350.237674720296
317 - BACK PAIN,NE,13095.334343067745,5375.6790664196105
317 - BACK PAIN,NM,46150.01069252938,14049.208678302399
317 - BACK PAIN,GA,38801.625977814845,8301.557885311266
316 - FEVER,NE,47001.897461388595,11913.4900169964
317 - BACK PAIN,AK,19268.294844366093,9563.950204062246
315 - HEADACHE,AZ,47270.07570843441,6079.521646982734
316 - FEVER,WV,21583.29460272714,11053.082093951027
313 - CHEST PAIN,CA,7428.639264232628,14494.950610681775
317 - BACK PAIN,MT,39333.62249190605,12235.64360149695
317 - BACK PAIN,IN,36657.86648397533,10248.21595890214
313 - CHEST PAIN,SD,31905.99465184996,14887.53729919028
317 - BACK PAIN,VA,27045.21849728783,6183.920008112216
313 - CHEST PAIN,OR,6447.437164518413,3748.097854913369
316 - FEVER,MS,33106.87631840694,3385.5703933911727
315 - HEADACHE,GA,23757.557685025713,11528.25455470558
313 - CHEST PAIN,AK,30209.423123342523,12962.788376810047
314 - ABDOMINAL PAIN,TX,24319.460388543634,10621.206449814319
313 - CHEST PAIN,VA,48472.52597443396,13860.31916931838
317 - BACK PAIN,NY,32184.900551788123,11375.712568079045
316 - FEVER,VA,38715.63487711102,7451.455756908246
316 - FEVER,WI,47135.61263619875,5175.099499558579
313 - CHEST PAIN,AK,31621.969531253286,14095.769742709876
315 - HEADACHE,NC,5542.813302008034,4243.165799969754
314 - ABDOMINAL PAIN,ME,6543.125523974406,9515.860844956866
316 - FEVER,IN,36605.22953458378,6768.0951032821395
317 - BACK PAIN,WV,17558.83112680776,6256.98009023607
317 - BACK PAIN,CO,31072.087730657695,10750.018223002757
315 - HEADACHE,UT,14102.473149080102,5774.843248692435
316 - FEVER,VA,17161.199377777135,13996.381280908749
313 - CHEST PAIN,HI,27708.847517663387,7872.52690918949
317 - BACK PAIN,VT,48900.625851023695,11128.504160756147
315 - HEADACHE,MT,32732.17201441362,11733.068607943014
316 - FEVER,OK,47126.66470308605,11195.300335503964
316 - FEVER,RI,48172.09344741264,13840.80289071628
316 - FEVER,NM,14364.949838922834,5773.570363271978
316 - FEVER,DE,19003.7121111025,4032.6545362332145
316 - FEVER,CT,39649.65265484169,3665.5883671805923
317 - BACK PAIN,AZ,44004.380103110474,13534.129805700299
315 - HEADACHE,IN,28365.20348852875,14679.444599270186
316 - FEVER,AZ,49695.17302762471,6630.318494456552
314 - ABDOMINAL PAIN,NE,5520.748943987162,11322.16708289963
314 - ABDOMINAL PAIN,MO,18481.669501334705,3106.9534100609867
315 - HEADACHE,CT,33042.2789185061,5263.5781213918535
313 - CHEST PAIN,VT,26118.04599218673,11271.292589539373
313 - CHEST PAIN,AZ,10247.133489296033,3790.645671782794
313 - CHEST PAIN,UT,21550.41884662536,8622.120599037895
314 - ABDOMINAL PAIN,IL,6145.121448276757,10950.999172487387
313 - CHEST PAIN,AZ,33923.57207338758,12191.498055666209
317 - BACK PAIN,PA,45173.414434835984,8445.790964692445
316 - FEVER,AK,44819.33557025565,10563.408473956117
314 - ABDOMINAL PAIN,ID,36479.50131944959,9474.907554744736
315 - HEADACHE,SD,25959.65879740674,3627.669264999853
315 - HEADACHE,OK,28041.422841117037,11913.656247118159
316 - FEVER,NE,11161.347079804831,5068.3429906245
314 - ABDOMINAL PAIN,ME,20345.76919036414,3381.666374806096
313 - CHEST PAIN,MI,13447.763397422314,8414.014995460468
313 - CHEST PAIN,PA,41954.00915074796,13387.651047378124
317 - BACK PAIN,TN,46163.92556020819,4809.953251932344
317 - BACK PAIN,WV,29161.546763905266,3154.2904094037
313 - CHEST PAIN,VA,37749.38182308248,4319.750829185005
315 - HEADACHE,MN,10465.914690820737,7363.90937197928
315 - HEADACHE,NM,32384.05894747573,9962.062439895646
317 - BACK PAIN,CA,36625.59596200307,5316.145607830711
316 - FEVER,VT,25374.565828013034,12623.568060270847
313 - CHEST PAIN,NM,15947.288801181438,12039.565446588984
317 - BACK PAIN,FL,44481.85342436261,11350.36339918439
317 - BACK PAIN,OK,38430.89239791751,8849.637699786528
313 - CHEST PAIN,WI,45493.57768321378,7382.603461607824
313 - CHEST PAIN,GA,41828.11913740206,7507.039451577729
315 - HEADACHE,MA,49566.84933104881,9036.846419468799
316 - FEVER,TN,13647.772994650202,3927.7762425918545
316 - FEVER,MT,8903.649551178834,11187.665554404735
313 - CHEST PAIN,MD,20165.125610176634,7218.090528111625
314 - ABDOMINAL PAIN,CO,10805.18787604665,5697.105335264263
317 - BACK PAIN,ID,28540.855080780097,6339.924845983667
317 - BACK PAIN,KS,33486.300743348416,5163.531423434613
313 - CHEST PAIN,FL,31022.987682803167,13818.817026333463
314 - ABDOMINAL PAIN,MD,16665.806092562154,5028.450196350613
315 - HEADACHE,MS,45897.08139359586,13595.113426738351
313 - CHEST PAIN,NV,5952.75636809203,9866.920751621416
313 - CHEST PAIN,TN,20660.60091935718,13409.411464666322
317 - BACK PAIN,NC,37354.66139291275,8688.770602866145
313 - CHEST PAIN,NE,39511.80168571218,14131.604633772884
313 - CHEST PAIN,NV,23725.334499433695,5537.888923300203
313 - CHEST PAIN,MD,5760.941596536519,9656.301034167294
317 - BACK PAIN,CA,32811.96556056818,4510.06428616403
315 - HEADACHE,UT,7839.260653244706,8366.643422428373
315 - HEADACHE,NJ,9853.509926908151,9838.844359762108
313 - CHEST PAIN,SD,34261.28238407855,10268.102666078064
317 - BACK PAIN,TX,19061.974676428465,7386.34556288735
315 - HEADACHE,OH,20661.35687187138,3916.027705997434
315 - HEADACHE,MD,26906.318464245956,10863.912856591833
315 - HEADACHE,RI,49036.027768671825,8861.182325439335
317 - BACK PAIN,MD,48444.89993324197,4642.546399647083
317 - BACK PAIN,OH,23731.74497120338,14230.511632873195
313 - CHEST PAIN,WI,16947.4647748227,14468.02394620132
316 - FEVER,KY,18616.64686988521,13279.275357976427
315 - HEADACHE,MS,17095.158417272185,13126.41960621117
316 - FEVER,DE,28951.061321380133,4184.055310416674
317 - BACK PAIN,NE,32308.691351041783,14921.041314990813
317 - BACK PAIN,NC,26995.072470334973,7804.568158364779
317 - BACK PAIN,IL,23359.746301166855,4957.453390405362
316 - FEVER,FL,14507.8266906472,12745.220738606653
317 - BACK PAIN,CO,26712.7516121951,5708.769221556694
313 - CHEST PAIN,UT,20349.62212111061,9314.103848035098
317 - BACK PAIN,NH,29371.79582592543,4536.192782441236
314 - ABDOMINAL PAIN,CO,35383.52369802308,8695.748679310662
316 - FEVER,AZ,33499.047849647475,9697.697920835308
314 - ABDOMINAL PAIN,NE,25812.0594682517,8351.087519416113
317 - BACK PAIN,CO,30022.359092598243,3833.841897031836
313 - CHEST PAIN,MN,17818.525893234186,8819.268366993161
315 - HEADACHE,KS,6090.811656007536,8627.31412128979
317 - BACK PAIN,IN,33125.87543756468,6139.443327488086
313 - CHEST PAIN,NH,16365.585161195913,14059.219195889238
316 - FEVER,OH,35102.91695307236,8013.507992379074
314 - ABDOMINAL PAIN,VT,38615.38248186317,13369.389554356621
314 - ABDOMINAL PAIN,MS,46216.74857467015,4315.965955601303
314 - ABDOMINAL PAIN,OH,48115.52579658259,6826.5274104741775
316 - FEVER,VT,5473.672083936565,5115.97024521648
313 - CHEST PAIN,ME,49566.839420958684,7900.92945417831
316 - FEVER,CA,35735.824332237244,4339.640246050543
314 - ABDOMINAL PAIN,NM,33958.58721683852,8292.417670147446
317 - BACK PAIN,NE,5684.589283790993,7246.448921378836
315 - HEADACHE,KY,43755.50353490319,5679.780567288062
316 - FEVER,IN,11547.115126152186,10706.15294340378
316 - FEVER,SD,42679.856926986846,14410.937857773984
313 - CHEST PAIN,OH,5700.31458164222,5485.361682595043
313 - CHEST PAIN,NE,34068.39181246226,11541.490078781404
316 - FEVER,WY,24566.06901964225,11908.570671080915
314 - ABDOMINAL PAIN,AL,14034.50280767008,8977.446197110348
315 - HEADACHE,AZ,9840.262629669534,13772.020153206804
313 - CHEST PAIN,SC,24805.74634458469,14596.680792778081
314 - ABDOMINAL PAIN,AK,10548.761239464115,7346.957424646193
317 - BACK PAIN,AZ,26890.09752609714,10812.39957603825
313 - CHEST PAIN,CT,33134.76763937835,10946.551414801346
314 - ABDOMINAL PAIN,WV,42232.288712331116,7843.626315030055
314 - ABDOMINAL PAIN,CA,35539.22467322899,6801.49289393537
315 - HEADACHE,SC,7933.98950177677,14204.930378733763
315 - HEADACHE,UT,18834.463964652674,12479.778591752103
317 - BACK PAIN,MO,17959.03735696252,4373.574791694529
314 - ABDOMINAL PAIN,ME,46176.45905619879,4438.608859018645
314 - ABDOMINAL PAIN,NV,44050.19199767436,14070.51322623392
315 - HEADACHE,TX,21656.656325768763,3976.917180323093
313 - CHEST PAIN,FL,8201.986514716149,11261.056154917991
313 - CHEST PAIN,NH,45234.829301213,5721.098963332941
316 - FEVER,HI,44968.547883388426,3422.2241128994237
315 - HEADACHE,LA,43463.57594138262,3715.650552961082
316 - FEVER,NJ,43028.67369809757,7482.265244154745
315 - HEADACHE,CT,26611.430048876962,3931.0614202723764
317 - BACK PAIN,IA,12984.424351231919,10159.670399201448
314 - ABDOMINAL PAIN,MN,26486.962270809247,10767.054136488907
317 - BACK PAIN,CT,27256.89968012592,7481.622863796588
315 - HEADACHE,NE,27046.928896018733,11914.536908620208
314 - ABDOMINAL PAIN,SD,29244.766375180225,8880.510242034929
313 - CHEST PAIN,IL,16594.56603460198,8162.7420408249845
313 - CHEST PAIN,OR,21480.853151012678,7883.8570654815
316 - FEVER,IA,24538.396638356127,8173.277848146448
315 - HEADACHE,MN,10900.454428242494,14614.651799213023
315 - HEADACHE,MS,25491.38605526752,11176.884720461252
313 - CHEST PAIN,WY,41471.13276813168,6782.5181659332
317 - BACK PAIN,DE,42262.67942297943,11806.318442466783
314 - ABDOMINAL PAIN,TN,23520.369735546366,6963.208659874992
317 - BACK PAIN,CA,28346.37404379591,4508.578893416115
317 - BACK PAIN,MT,6514.264946077548,8704.32428946779
313 - CHEST PAIN,IN,35349.46504108686,12012.286309660969
313 - CHEST PAIN,MI,23207.264732608837,7531.918930647855
313 - CHEST PAIN,TX,25046.49573875056,13430.089704568114
316 - FEVER,HI,44315.272723089416,7643.432449053118
317 - BACK PAIN,GA,25782.549555227375,7198.0683060807805
315 - HEADACHE,KS,5953.651080253374,14978.926966359199
314 - ABDOMINAL PAIN,AK,15237.090089107807,8789.664275880785
316 - FEVER,MT,26402.927643871655,12662.654516562074
315 - HEADACHE,IN,24097.83317368411,12659.85667271907
317 - BACK PAIN,OK,43716.656177621626,14116.432045190151
313 - CHEST PAIN,OK,29396.1879187775,4018.7406534036436
317 - BACK PAIN,OR,36033.60838618044,6254.643317122108
314 - ABDOMINAL PAIN,SC,26119.548366956154,12212.977098557209
316 - FEVER,AZ,24784.508032662423,9751.217908782779
316 - FEVER,UT,25082.900081345808,9715.379308254407
314 - ABDOMINAL PAIN,CT,23491.470636222748,4994.5836224428895
315 - HEADACHE,WY,29236.252363439155,6373.836169367158
315 - HEADACHE,AZ,16269.953078912165,9256.009028600813
316 - FEVER,MD,45097.48372288194,6326.1763760954545
316 - FEVER,AZ,19988.849664224283,5523.39351238458
313 - CHEST PAIN,ME,11638.572537980606,4053.0726692399535
315 - HEADACHE,SD,9344.77153689853,4868.712143080147
314 - ABDOMINAL PAIN,GA,5604.031180405743,12226.413149903676
315 - HEADACHE,IL,24028.523535508768,11625.350167016586
313 - CHEST PAIN,CO,13442.494484544111,3550.004212184539
316 - FEVER,AZ,5974.1556164261565,5439.4090241293325
316 - FEVER,ID,28400.879583028567,9725.464160792595
313 - CHEST PAIN,NM,35599.034689284264,6871.534130841278
314 - ABDOMINAL PAIN,CA,8858.797290999697,12878.995232154366
316 - FEVER,CO,25741.434781384683,12419.871691945764
317 - BACK PAIN,AL,38463.2905370336,13698.966695497315
316 - FEVER,NV,49361.30694537913,9755.174778061391
317 - BACK PAIN,NH,35023.56550891524,7224.917757709182
313 - CHEST PAIN,NJ,16017.779786428426,10272.776354219013
313 - CHEST PAIN,ME,37244.91379005498,4069.640156945494
316 - FEVER,IL,31906.82420689235,3115.0322128976113
315 - HEADACHE,IN,14530.967986169648,3205.1222414442645
317 - BACK PAIN,TX,43299.98716313996,7890.515255210594
314 - ABDOMINAL PAIN,AK,24233.19922524204,5736.931129236759
316 - FEVER,RI,48288.99446303566,4888.052469600572
314 - ABDOMINAL PAIN,WA,37530.545335150004,10383.912187418046
316 - FEVER,KY,34005.34195843199,14941.140511358173
315 - HEADACHE,WY,37775.87768644528,5133.0384433864365
315 - HEADACHE,MO,26514.36584681997,9557.057090567265
315 - HEADACHE,OR,27735.19150107533,4436.730167998725
315 - HEADACHE,MN,43304.33234501348,14210.837292865668
313 - CHEST PAIN,PA,35641.784148957624,6501.06202284702
313 - CHEST PAIN,ID,45375.94963362388,13540.07784052054
317 - BACK PAIN,WV,45087.20391084209,6396.917271004522
314 - ABDOMINAL PAIN,NJ,48942.051531991216,12672.629762240635
316 - FEVER,OR,36509.65964804003,5512.576001349273
316 - FEVER,WY,27603.57729477839,6513.4731618413325
313 - CHEST PAIN,KS,12484.026509408706,5309.704384843608
316 - FEVER,NY,36742.12518413378,6171.118534195868
313 - CHEST PAIN,UT,18120.997254196882,13018.389063999784
317 - BACK PAIN,TX,17732.640561679906,10668.389970560369
314 - ABDOMINAL PAIN,VT,15722.949940163064,7870.556026046688
317 - BACK PAIN,KY,44380.49258081526,14658.252324985875
315 - HEADACHE,HI,44058.40010069712,8578.338325554885
315 - HEADACHE,AZ,33393.67001915262,14637.119655106217
315 - HEADACHE,NC,26284.144161683114,5359.043074930323
317 - BACK PAIN,AK,35245.15070444596,13855.661125379393
316 - FEVER,MO,32325.32526342758,3165.866449169936
314 - ABDOMINAL PAIN,MS,23708.04117455243,9543.63842838909
315 - HEADACHE,AK,22083.389036853547,8076.628731504177
315 - HEADACHE,SC,22225.74386654076,9301.054145663751
315 - HEADACHE,NY,31511.00314202172,9641.337983372388
314 - ABDOMINAL PAIN,TN,34145.12102543717,7668.376248812531
